-- -----------------------------
-- Sample Users
-- -----------------------------
INSERT INTO users (username, email, password_hash, role)
VALUES
('admin1', 'admin@wastebin.com', '$2b$10$dummyhash', 'admin'),
('collector1', 'collector1@wastebin.com', '$2b$10$dummyhash', 'collector'),
('collector2', 'collector2@wastebin.com', '$2b$10$dummyhash', 'collector'),
('manager1', 'manager@wastebin.com', '$2b$10$dummyhash', 'manager');
INSERT INTO households (name, ward, waste_generated_per_day, location, contact_info, household_type) VALUES
('Household_1', 'Anna Nagar', 1.5, ST_SetSRID(ST_MakePoint(80.2081, 13.0829), 4326), 'hh1@email.com', 'residential'),
(34, 'Fill Level', 91.0, '2025-10-24 10:00:00', 86, 'active'),
(35, 'Fill Level', 100.0, '2025-10-24 10:00:00', 91, 'active'),
(36, 'Fill Level', 74.0, '2025-10-24 10:00:00', 83, 'active'),
(37, 'Fill Level', 83.0, '2025-10-24 10:00:00', 88, 'active'),
(38, 'Fill Level', 96.0, '2025-10-24 10:00:00', 95, 'active'),
(39, 'Fill Level', 88.0, '2025-10-24 10:00:00', 81, 'active'),
(40, 'Fill Level', 100.0, '2025-10-24 10:00:00', 79, 'active'),
(42, 'Fill Level', 90.0, '2025-10-24 10:00:00', 90, 'active'),
(43, 'Fill Level', 85.0, '2025-10-24 10:00:00', 88, 'active'),
(44, 'Fill Level', 95.0, '2025-10-24 10:00:00', 95, 'active'),
(45, 'Fill Level', 60.0, '2025-10-24 10:00:00', 82, 'active'),
(47, 'Fill Level', 91.0, '2025-10-24 10:00:00', 78, 'active'),
(48, 'Fill Level', 99.0, '2025-10-24 10:00:00', 91, 'active'),
(49, 'Fill Level', 53.0, '2025-10-24 10:00:00', 93, 'active'),
(50, 'Fill Level', 84.0, '2025-10-24 10:00:00', 87, 'active'),
(51, 'Fill Level', 38.0, '2025-10-24 10:00:00', 85, 'active'),
(52, 'Fill Level', 86.0, '2025-10-24 10:00:00', 92, 'active'),
(53, 'Fill Level', 77.0, '2025-10-24 10:00:00', 80, 'active'),
(55, 'Fill Level', 81.0, '2025-10-24 10:00:00', 89, 'active'),
(57, 'Fill Level', 100.0, '2025-10-24 10:00:00', 94, 'active'),
(58, 'Fill Level', 89.0, '2025-10-24 10:00:00', 86, 'active'),
(59, 'Fill Level', 74.0, '2025-10-24 10:00:00', 91, 'active'),
(60, 'Fill Level', 65.0, '2025-10-24 10:00:00', 83, 'active'),
(61, 'Fill Level', 92.0, '2025-10-24 10:00:00', 88, 'active'),
(62, 'Fill Level', 83.0, '2025-10-24 10:00:00', 95, 'active'),
(63, 'Fill Level', 100.0, '2025-10-24 10:00:00', 81, 'active'),
(64, 'Fill Level', 72.0, '2025-10-24 10:00:00', 79, 'active'),
(65, 'Fill Level', 80.0, '2025-10-24 10:00:00', 90, 'active'),
(66, 'Fill Level', 98.0, '2025-10-24 10:00:00', 88, 'active'),
(67, 'Fill Level', 49.0, '2025-10-24 10:00:00', 95, 'active'),
(68, 'Fill Level', 87.0, '2025-10-24 10:00:00', 82, 'active'),
(69, 'Fill Level', 75.0, '2025-10-24 10:00:00', 78, 'active'),
(70, 'Fill Level', 84.0, '2025-10-24 10:00:00', 91, 'active'),
(71, 'Fill Level', 90.0, '2025-10-24 10:00:00', 93, 'active'),
(72, 'Fill Level', 100.0, '2025-10-24 10:00:00', 87, 'active'),
(73, 'Fill Level', 79.0, '2025-10-24 10:00:00', 85, 'active'),
(74, 'Fill Level', 95.0, '2025-10-24 10:00:00', 92, 'active'),
(75, 'Fill Level', 88.0, '2025-10-24 10:00:00', 80, 'active'),
(77, 'Fill Level', 92.0, '2025-10-24 10:00:00', 89, 'active'),
(78, 'Fill Level', 63.0, '2025-10-24 10:00:00', 94, 'active'),
(79, 'Fill Level', 100.0, '2025-10-24 10:00:00', 86, 'active'),
(80, 'Fill Level', 81.0, '2025-10-24 10:00:00', 91, 'active'),
(81, 'Fill Level', 76.0, '2025-10-24 10:00:00', 83, 'active'),
(83, 'Fill Level', 86.0, '2025-10-24 10:00:00', 88, 'active'),
(84, 'Fill Level', 55.0, '2025-10-24 10:00:00', 95, 'active'),
(86, 'Fill Level', 90.0, '2025-10-24 10:00:00', 81, 'active'),
(87, 'Fill Level', 77.0, '2025-10-24 10:00:00', 79, 'active'),
(88, 'Fill Level', 93.0, '2025-10-24 10:00:00', 90, 'active'),
(89, 'Fill Level', 82.0, '2025-10-24 10:00:00', 88, 'active'),
(90, 'Fill Level', 100.0, '2025-10-24 10:00:00', 95, 'active'),
(91, 'Fill Level', 71.0, '2025-10-24 10:00:00', 82, 'active'),
(93, 'Fill Level', 85.0, '2025-10-24 10:00:00', 78, 'active'),
(94, 'Fill Level', 74.0, '2025-10-24 10:00:00', 91, 'active'),
(95, 'Fill Level', 83.0, '2025-10-24 10:00:00', 93, 'active'),
(98, 'Fill Level', 80.0, '2025-10-24 10:00:00', 87, 'active'),
(99, 'Fill Level', 72.0, '2025-10-24 10:00:00', 85, 'active'),
(100, 'Fill Level', 95.0, '2025-10-24 10:00:00', 92, 'active'),
(101, 'Fill Level', 86.0, '2025-10-24 10:00:00', 80, 'active'),
(102, 'Fill Level', 77.0, '2025-10-24 10:00:00', 89, 'active'),
(103, 'Fill Level', 93.0, '2025-10-24 10:00:00', 94, 'active'),
(104, 'Fill Level', 81.0, '2025-10-24 10:00:00', 86, 'active'),
(105, 'Fill Level', 100.0, '2025-10-24 10:00:00', 91, 'active'),
(107, 'Fill Level', 85.0, '2025-10-24 10:00:00', 83, 'active'),
(109, 'Fill Level', 92.0, '2025-10-24 10:00:00', 88, 'active'),
(110, 'Fill Level', 63.0, '2025-10-24 10:00:00', 95, 'active'),
(111, 'Fill Level', 88.0, '2025-10-24 10:00:00', 81, 'active'),
(112, 'Fill Level', 79.0, '2025-10-24 10:00:00', 79, 'active'),
(113, 'Fill Level', 95.0, '2025-10-24 10:00:00', 90, 'active'),
(114, 'Fill Level', 84.0, '2025-10-24 10:00:00', 88, 'active'),
(115, 'Fill Level', 76.0, '2025-10-24 10:00:00', 95, 'active'),
(116, 'Fill Level', 91.0, '2025-10-24 10:00:00', 82, 'active'),
(117, 'Fill Level', 83.0, '2025-10-24 10:00:00', 78, 'active'),
(124, 'Fill Level', 86.0, '2025-10-24 10:00:00', 91, 'active'),
(125, 'Fill Level', 77.0, '2025-10-24 10:00:00', 93, 'active'),
(126, 'Fill Level', 94.0, '2025-10-24 10:00:00', 87, 'active'),
(127, 'Fill Level', 81.0, '2025-10-24 10:00:00', 85, 'active'),
(128, 'Fill Level', 60.0, '2025-10-24 10:00:00', 92, 'active'),
(129, 'Fill Level', 98.0, '2025-10-24 10:00:00', 80, 'active');

-- -----------------------------
-- Sample Household-Bin Assignments (Corrected)
-- Assigning your 240 households to your 100 bins
-- -----------------------------
INSERT INTO household_bin_assignments (household_id, bin_id, priority)
VALUES
(501, 1, 1), (502, 1, 1), (503, 2, 1), (504, 2, 1), (505, 3, 1),
(506, 3, 1), (507, 4, 1), (508, 4, 1), (509, 5, 1), (510, 5, 1),
(511, 7, 1), (512, 7, 1), (520, 8, 1), (521, 8, 1), (522, 9, 1),
(523, 9, 1), (526, 10, 1), (527, 10, 1), (528, 12, 1), (529, 12, 1),
(530, 13, 1), (531, 13, 1), (532, 14, 1), (533, 14, 1), (534, 15, 1),
(535, 15, 1), (536, 16, 1), (537, 16, 1), (538, 17, 1), (539, 17, 1),
(540, 18, 1), (541, 18, 1), (542, 19, 1), (547, 19, 1), (548, 20, 1),
(549, 20, 1), (550, 21, 1), (551, 21, 1), (552, 24, 1), (553, 24, 1),
(554, 25, 1), (555, 25, 1), (556, 26, 1), (557, 26, 1), (558, 27, 1),
(559, 27, 1), (560, 29, 1), (561, 29, 1), (562, 30, 1), (563, 30, 1),
(564, 31, 1), (565, 31, 1), (566, 32, 1), (567, 32, 1), (568, 33, 1),
(569, 33, 1), (570, 34, 1), (571, 34, 1), (572, 35, 1), (573, 35, 1),
(574, 36, 1), (575, 36, 1), (579, 37, 1), (580, 37, 1), (581, 38, 1),
(582, 38, 1), (583, 39, 1), (584, 39, 1), (585, 40, 1), (586, 40, 1),
(587, 42, 1), (588, 42, 1), (589, 43, 1), (590, 43, 1), (591, 44, 1),
(592, 44, 1), (593, 45, 1), (594, 45, 1), (595, 47, 1), (596, 47, 1),
(597, 48, 1), (598, 48, 1), (599, 49, 1), (600, 49, 1), (601, 50, 1),
(602, 50, 1), (603, 51, 1), (604, 51, 1), (605, 52, 1), (606, 52, 1),
(607, 53, 1), (608, 53, 1), (609, 55, 1), (610, 55, 1), (611, 57, 1),
(612, 57, 1), (613, 58, 1), (614, 58, 1), (615, 59, 1), (616, 59, 1),
(617, 60, 1), (618, 60, 1), (619, 61, 1), (620, 61, 1), (621, 62, 1),
(622, 62, 1), (623, 63, 1), (624, 63, 1), (625, 64, 1), (626, 64, 1),
(627, 65, 1), (628, 65, 1), (629, 66, 1), (630, 66, 1), (631, 67, 1),
(632, 67, 1), (633, 68, 1), (634, 68, 1), (639, 69, 1), (640, 69, 1),
(641, 70, 1), (642, 70, 1), (643, 71, 1), (644, 71, 1), (645, 72, 1),
(646, 72, 1), (647, 73, 1), (648, 73, 1), (649, 74, 1), (650, 74, 1),
(651, 75, 1), (652, 75, 1), (654, 77, 1), (659, 77, 1), (660, 78, 1),
(661, 78, 1), (662, 79, 1), (663, 79, 1), (664, 80, 1), (665, 80, 1),
(666, 81, 1), (667, 81, 1), (668, 83, 1), (669, 83, 1), (670, 84, 1),
(671, 84, 1), (672, 86, 1), (673, 86, 1), (674, 87, 1), (675, 87, 1),
(676, 88, 1), (677, 88, 1), (678, 89, 1), (679, 89, 1), (680, 90, 1),
(681, 90, 1), (682, 91, 1), (683, 91, 1), (684, 93, 1), (685, 93, 1),
(686, 94, 1), (691, 94, 1), (692, 95, 1), (693, 95, 1), (694, 98, 1),
(698, 98, 1), (699, 99, 1), (700, 99, 1), (701, 100, 1), (702, 100, 1),
(703, 101, 1), (704, 101, 1), (705, 102, 1), (706, 102, 1), (707, 103, 1),
(708, 103, 1), (709, 104, 1), (710, 104, 1), (711, 105, 1), (712, 105, 1),
(713, 107, 1), (714, 107, 1), (715, 109, 1), (716, 109, 1), (717, 110, 1),
(718, 110, 1), (719, 111, 1), (720, 111, 1), (721, 112, 1), (722, 112, 1),
(723, 113, 1), (724, 113, 1), (725, 114, 1), (726, 114, 1), (727, 115, 1),
(728, 115, 1), (729, 116, 1), (730, 116, 1), (731, 117, 1), (732, 117, 1),
(733, 124, 1), (734, 124, 1), (735, 125, 1), (736, 125, 1), (737, 126, 1),
(738, 126, 1), (739, 127, 1), (740, 127, 1), (741, 128, 1), (742, 128, 1),
(743, 129, 1), (744, 129, 1), (745, 1, 2), (746, 2, 2), (747, 3, 2),
(748, 4, 2), (749, 5, 2), (750, 7, 2), (751, 8, 2), (752, 9, 2),
(753, 10, 2), (754, 12, 2), (755, 13, 2), (756, 14, 2), (757, 15, 2),
(758, 16, 2), (760, 17, 2), (762, 18, 2), (783, 19, 2), (784, 20, 2),
(785, 21, 2), (786, 24, 2), (787, 25, 2), (788, 26, 2), (789, 27, 2),
(790, 29, 2), (791, 30, 2), (792, 31, 2), (793, 32, 2), (794, 33, 2),
(795, 34, 2), (796, 35, 2), (797, 36, 2), (798, 37, 2), (799, 38, 2),
(800, 39, 2);

-- -----------------------------
-- Sample Collections (60 Collections)
-- Corrected with your bin IDs and existing vehicle/user/waste_type IDs
-- (Assumes waste_type IDs 1-6, vehicle IDs 1-2, collector IDs 2-3 exist)
-- -----------------------------
INSERT INTO collections (bin_id, vehicle_id, collector_id, collected_at, waste_amount_collected, waste_type_id, notes)
VALUES
(4, 1, 2, '2025-10-23 08:00:00', 95.0, 6, 'Full bin collection'),
(20, 1, 2, '2025-10-23 08:15:00', 98.0, 6, 'Full bin collection'),
(35, 1, 2, '2025-10-23 08:30:00', 100.0, 6, 'Full bin collection'),
(40, 2, 3, '2025-10-23 08:45:00', 99.0, 6, 'Full bin collection'),
(57, 2, 3, '2025-10-23 09:00:00', 100.0, 6, 'Full bin collection'),
(63, 1, 2, '2025-10-23 09:15:00', 97.0, 6, 'Full bin collection'),
(72, 1, 2, '2025-10-23 09:30:00', 99.0, 6, 'Full bin collection'),
(79, 2, 3, '2025-10-23 09:45:00', 100.0, 6, 'Full bin collection'),
(90, 2, 3, '2025-10-23 10:00:00', 98.0, 6, 'Full bin collection'),
(105, 1, 2, '2025-10-23 10:15:00', 100.0, 6, 'Full bin collection'),
(2, 1, 2, '2025-10-23 10:30:00', 90.0, 6, 'Scheduled collection'),
(14, 2, 3, '2025-10-23 10:45:00', 92.0, 2, 'Recycling collection'),
(26, 1, 2, '2025-10-23 11:00:00', 95.0, 6, 'Scheduled collection'),
(30, 2, 3, '2025-10-23 11:15:00', 91.0, 6, 'Scheduled collection'),
(34, 1, 2, '2025-10-23 11:30:00', 89.0, 6, 'Scheduled collection'),
(38, 2, 3, '2025-10-23 11:45:00', 94.0, 6, 'Scheduled collection'),
(44, 1, 2, '2025-10-23 12:00:00', 93.0, 2, 'Recycling collection'),
(48, 2, 3, '2025-10-23 12:15:00', 97.0, 6, 'Scheduled collection'),
(61, 1, 2, '2025-10-23 12:30:00', 90.0, 6, 'Scheduled collection'),
(66, 2, 3, '2025-10-23 12:45:00', 96.0, 6, 'Scheduled collection'),
(71, 1, 2, '2025-10-23 13:00:00', 88.0, 6, 'Scheduled collection'),
(74, 2, 3, '2025-10-23 13:15:00', 94.0, 2, 'Recycling collection'),
(77, 1, 2, '2025-10-23 13:30:00', 90.0, 6, 'Scheduled collection'),
(88, 2, 3, '2025-10-23 13:45:00', 91.0, 6, 'Scheduled collection'),
(100, 1, 2, '2025-10-23 14:00:00', 93.0, 2, 'Recycling collection'),
(103, 2, 3, '2025-10-23 14:15:00', 92.0, 6, 'Scheduled collection'),
(109, 1, 2, '2025-10-23 14:30:00', 90.0, 6, 'Scheduled collection'),
(113, 2, 3, '2025-10-23 14:45:00', 94.0, 2, 'Recycling collection'),
(116, 1, 2, '2025-10-23 15:00:00', 89.0, 6, 'Scheduled collection'),
(126, 2, 3, '2025-10-23 15:15:00', 92.0, 6, 'Scheduled collection'),
(129, 1, 2, '2025-10-23 15:30:00', 97.0, 6, 'Scheduled collection'),
(1, 1, 2, '2025-10-22 08:00:00', 80.0, 6, 'Regular pickup'),
(3, 2, 3, '2025-10-22 08:15:00', 75.0, 1, 'Organic pickup'),
(5, 1, 2, '2025-10-22 08:30:00', 60.0, 6, 'Regular pickup'),
(7, 2, 3, '2025-10-22 08:45:00', 50.0, 6, 'Regular pickup'),
(8, 1, 2, '2025-10-22 09:00:00', 85.0, 6, 'Regular pickup'),
(9, 2, 3, '2025-10-22 09:15:00', 10.0, 6, 'Regular pickup'),
(10, 1, 2, '2025-10-22 09:30:00', 70.0, 2, 'Recycling pickup'),
(12, 2, 3, '2025-10-22 09:45:00', 30.0, 6, 'Regular pickup'),
(13, 1, 2, '2025-10-22 10:00:00', 85.0, 6, 'Regular pickup'),
(15, 2, 3, '2025-10-22 10:15:00', 78.0, 6, 'Regular pickup'),
(16, 1, 2, '2025-10-22 10:30:00', 75.0, 1, 'Organic pickup'),
(17, 2, 3, '2025-10-22 10:45:00', 88.0, 6, 'Regular pickup'),
(18, 1, 2, '2025-10-22 11:00:00', 82.0, 6, 'Regular pickup'),
(19, 2, 3, '2025-10-22 11:15:00', 40.0, 3, 'Paper recycling'),
(21, 1, 2, '2025-10-22 11:30:00', 75.0, 6, 'Regular pickup'),
(24, 2, 3, '2025-10-22 11:45:00', 85.0, 6, 'Regular pickup'),
(25, 1, 2, '2025-10-22 12:00:00', 70.0, 6, 'Regular pickup'),
(27, 2, 3, '2025-10-22 12:15:00', 65.0, 6, 'Regular pickup'),
(29, 1, 2, '2025-10-22 12:30:00', 68.0, 1, 'Organic pickup'),
(31, 2, 3, '2025-10-22 12:45:00', 12.0, 6, 'Regular pickup'),
(32, 1, 2, '2025-10-22 13:00:00', 78.0, 6, 'Regular pickup'),
(33, 2, 3, '2025-10-22 13:15:00', 40.0, 6, 'Regular pickup'),
(36, 1, 2, '2025-10-22 13:30:00', 70.0, 6, 'Regular pickup'),
(37, 2, 3, '2025-10-22 13:45:00', 80.0, 6, 'Regular pickup'),
(39, 1, 2, '2025-10-22 14:00:00', 85.0, 1, 'Organic pickup'),
(42, 2, 3, '2025-10-22 14:15:00', 88.0, 6, 'Regular pickup'),
(43, 1, 2, '2025-10-22 14:30:00', 82.0, 6, 'Regular pickup'),
(45, 2, 3, '2025-10-22 14:45:00', 55.0, 6, 'Regular pickup'),
(47, 1, 2, '2025-10-22 15:00:00', 89.0, 6, 'Regular pickup');

-- -----------------------------
-- Sample Route-Bins (Corrected)
-- Assigning your 100 bins across the 15 routes
-- (Assumes route IDs 1-15 exist)
-- -----------------------------
INSERT INTO route_bins (route_id, bin_id, sequence_order)
VALUES
(1, 1, 1), (1, 2, 2), (1, 3, 3), (1, 4, 4), (1, 5, 5), (1, 7, 6), (1, 8, 7),
(2, 9, 1), (2, 10, 2), (2, 12, 3), (2, 13, 4), (2, 14, 5), (2, 15, 6), (2, 16, 7),
(3, 17, 1), (3, 18, 2), (3, 19, 3), (3, 20, 4), (3, 21, 5), (3, 24, 6),
(4, 25, 1), (4, 26, 2), (4, 27, 3), (4, 29, 4), (4, 30, 5), (4, 31, 6),
(5, 32, 1), (5, 33, 2), (5, 34, 3), (5, 35, 4), (5, 36, 5), (5, 37, 6),
(6, 38, 1), (6, 39, 2), (6, 40, 3), (6, 42, 4), (6, 43, 5), (6, 44, 6), (6, 45, 7),
(7, 47, 1), (7, 48, 2), (7, 49, 3), (7, 50, 4), (7, 51, 5), (7, 52, 6),
(8, 53, 1), (8, 55, 2), (8, 57, 3), (8, 58, 4), (8, 59, 5), (8, 60, 6),
(9, 61, 1), (9, 62, 2), (9, 63, 3), (9, 64, 4), (9, 65, 5), (9, 66, 6), (9, 67, 7),
(10, 68, 1), (10, 69, 2), (10, 70, 3), (10, 71, 4), (10, 72, 5), (10, 73, 6),
(11, 74, 1), (11, 75, 2), (11, 77, 3), (11, 78, 4), (11, 79, 5), (11, 80, 6),
(12, 81, 1), (12, 83, 2), (12, 84, 3), (12, 86, 4), (12, 87, 5), (12, 88, 6), (12, 89, 7),
(13, 90, 1), (13, 91, 2), (13, 93, 3), (13, 94, 4), (13, 95, 5), (13, 98, 6),
(14, 99, 1), (14, 100, 2), (14, 101, 3), (14, 102, 4), (14, 103, 5), (14, 104, 6),
(15, 105, 1), (15, 107, 2), (15, 109, 3), (15, 110, 4), (15, 111, 5), (15, 112, 6), 
(15, 113, 7), (15, 114, 8), (15, 115, 9), (15, 116, 10), (15, 117, 11), (15, 124, 12), 
(15, 125, 13), (15, 126, 14), (15, 127, 15), (15, 128, 16), (15, 129, 17);
-- -----------------------------
-- Sample Time Dimension (10 days)
-- -----------------------------
INSERT INTO time_dimension (date, year, month, day, weekday, week_of_year, quarter)
VALUES
('2025-10-15', 2025, 10, 15, 'Wednesday', 42, 4), -- ID: 1
('2025-10-16', 2025, 10, 16, 'Thursday', 42, 4),  -- ID: 2
('2025-10-17', 2025, 10, 17, 'Friday', 42, 4),    -- ID: 3
('2025-10-18', 2025, 10, 18, 'Saturday', 42, 4),  -- ID: 4
('2025-10-19', 2025, 10, 19, 'Sunday', 42, 4),    -- ID: 5
('2025-10-20', 2025, 10, 20, 'Monday', 43, 4),    -- ID: 6
('2025-10-21', 2025, 10, 21, 'Tuesday', 43, 4),    -- ID: 7
('2025-10-22', 2025, 10, 22, 'Wednesday', 43, 4), -- ID: 8
('2025-10-23', 2025, 10, 23, 'Thursday', 43, 4),  -- ID: 9
('2025-10-24', 2025, 10, 24, 'Friday', 43, 4);      -- ID: 10
-- -----------------------------
-- Sample Daily Waste Facts (30 facts)
-- Corrected with your household IDs and existing time/waste_type IDs
-- (Assumes time IDs 1-10 exist)
-- -----------------------------
-- -----------------------------
-- Sample Daily Waste Facts (CORRECTED)
-- -----------------------------
INSERT INTO daily_waste_facts (time_id, household_id, ward, waste_generated, waste_type_id, weather_condition, temperature)
VALUES
(8, 501, 'Anna Nagar', 1.5, 76, 'Cloudy', 28.0),
(8, 507, 'T Nagar', 2.3, 71, 'Cloudy', 28.0),
(8, 520, 'Mylapore', 0.6, 76, 'Cloudy', 28.0),
(8, 523, 'Velachery', 1.1, 76, 'Cloudy', 28.0),
(8, 527, 'Guindy', 1.7, 72, 'Cloudy', 28.0),
(8, 550, 'Pallavaram', 2.1, 76, 'Cloudy', 28.0),
(8, 575, 'Velachery', 1.5, 71, 'Cloudy', 28.0),
(8, 600, 'Ambattur', 2.0, 76, 'Cloudy', 28.0),
(8, 650, 'Ramapuram', 0.7, 73, 'Cloudy', 28.0),
(8, 700, 'Aminjikarai', 1.3, 76, 'Cloudy', 28.0),
(9, 502, 'Anna Nagar', 1.1, 71, 'Sunny', 30.0),
(9, 508, 'T Nagar', 1.0, 76, 'Sunny', 30.0),
(9, 521, 'Mylapore', 1.9, 72, 'Sunny', 30.0),
(9, 526, 'Velachery', 1.3, 76, 'Sunny', 30.0),
(9, 528, 'Guindy', 0.9, 71, 'Sunny', 30.0),
(9, 551, 'Saidapet', 1.3, 76, 'Sunny', 30.0),
(9, 579, 'Mambalam', 1.6, 76, 'Sunny', 30.0),
(9, 601, 'Ambattur', 1.2, 72, 'Sunny', 30.0),
(9, 651, 'Tambaram Sanatorium', 1.4, 76, 'Sunny', 30.0),
(9, 701, 'Aminjikarai', 2.0, 71, 'Sunny', 30.0),
(10, 503, 'Anna Nagar', 2.0, 76, 'Rainy', 26.0),
(10, 509, 'T Nagar', 1.7, 71, 'Rainy', 26.0),
(10, 522, 'Mylapore', 1.5, 76, 'Rainy', 26.0),
(10, 529, 'Guindy', 2.0, 76, 'Rainy', 26.0),
(10, 531, 'Ashok Nagar', 1.4, 73, 'Rainy', 26.0),
(10, 552, 'Saidapet', 2.2, 71, 'Rainy', 26.0),
(10, 580, 'Mambalam', 1.3, 76, 'Rainy', 26.0),
(10, 602, 'Ambattur', 1.8, 76, 'Rainy', 26.0),
(10, 652, 'Tambaram Sanatorium', 2.1, 71, 'Rainy', 26.0),
(10, 702, 'Aminjikarai', 0.9, 72, 'Rainy', 26.0);

-- -----------------------------
-- Sample Waste Collection Facts (30 facts)
-- Corrected with new collection IDs (1-60) and valid bin/household IDs
-- (Assumes time IDs 1-10 exist)
-- -----------------------------
-- --------------------------------------------------
-- Sample Waste Collection Facts (FULLY CORRECTED)
-- - time_id 8/9 matches your time_dimension
-- - collection_id 1-41 remapped to 301-341
-- - waste_type_id 1/2/6 remapped to 71/72/76
-- --------------------------------------------------
INSERT INTO waste_collection_facts (time_id, bin_id, household_id, collection_id, waste_type_id, waste_amount, collection_duration, distance_traveled, fuel_consumed)
VALUES
(9, 4, 507, 301, 76, 95.0, '00:10:00', 1.2, 0.3),
(9, 20, 548, 302, 76, 98.0, '00:08:00', 0.9, 0.2),
(9, 35, 572, 303, 76, 100.0, '00:11:00', 1.3, 0.4),
(9, 40, 585, 304, 76, 99.0, '00:09:00', 1.0, 0.3),
(9, 57, 611, 305, 76, 100.0, '00:10:00', 1.1, 0.3),
(9, 63, 623, 306, 76, 97.0, '00:07:00', 0.8, 0.2),
(9, 72, 645, 307, 76, 99.0, '00:09:00', 1.0, 0.3),
(9, 79, 662, 308, 76, 100.0, '00:08:00', 0.9, 0.2),
(9, 90, 680, 309, 76, 98.0, '00:15:00', 1.5, 0.5),
(9, 105, 711, 310, 76, 100.0, '00:05:00', 0.6, 0.1),
(9, 2, 503, 311, 76, 90.0, '00:09:00', 1.1, 0.3),
(9, 14, 533, 312, 72, 92.0, '00:06:00', 0.7, 0.2),
(9, 26, 556, 313, 76, 95.0, '00:08:00', 1.0, 0.3),
(9, 30, 562, 314, 76, 91.0, '00:09:00', 1.1, 0.3),
(9, 34, 570, 315, 76, 89.0, '00:05:00', 0.6, 0.1),
(9, 38, 581, 316, 76, 94.0, '00:09:00', 1.0, 0.3),
(9, 44, 591, 317, 72, 93.0, '00:10:00', 1.2, 0.4),
(9, 48, 597, 318, 76, 97.0, '00:07:00', 0.8, 0.2),
(9, 61, 619, 319, 76, 90.0, '00:08:00', 0.9, 0.2),
(9, 66, 629, 320, 76, 96.0, '00:09:00', 1.1, 0.3),
(8, 1, 501, 332, 76, 80.0, '00:08:00', 0.9, 0.2),
(8, 3, 505, 333, 71, 75.0, '00:07:00', 0.8, 0.2),
(8, 5, 509, 334, 76, 60.0, '00:06:00', 0.7, 0.2),
(8, 7, 511, 335, 76, 50.0, '00:05:00', 0.6, 0.1),
(8, 8, 520, 336, 76, 85.0, '00:08:00', 1.0, 0.3),
(8, 9, 522, 337, 76, 10.0, '00:04:00', 0.5, 0.1),
(8, 10, 526, 338, 72, 70.0, '00:07:00', 0.8, 0.2),
(8, 12, 529, 339, 76, 30.0, '00:05:00', 0.6, 0.1),
(8, 13, 530, 340, 76, 85.0, '00:08:00', 0.9, 0.2),
(8, 15, 534, 341, 76, 78.0, '00:07:00', 0.8, 0.2);
